id,female,age,state
4773,0,98,1
4774,0,93,2
4775,0,97,3
4776,1,98,1
4777,1,60,1
4778,0,79,2
4779,1,48,2
4780,0,76,1
4781,0,73,2
4782,1,71,2
4783,0,42,3
4784,0,97,2
4785,1,73,1
4786,0,65,3
4787,1,77,1
4788,1,79,3
4789,1,90,3
4790,0,80,3
4791,0,86,1
4792,1,65,1
4793,0,73,2
4794,0,74,3
4795,1,77,2
4796,0,58,3
4797,1,94,1
4798,1,94,2
4799,0,85,3
4800,0,70,3
4801,1,99,1
4802,1,43,1
4803,1,64,3
4804,0,44,3
4805,0,74,2
4806,0,75,3
4807,1,42,1
4808,0,46,2
4809,0,86,3
4810,1,96,3
4811,0,48,3
4812,0,74,1
4813,0,95,1
4814,1,99,1
4815,1,89,3
4816,0,99,3
4817,1,93,3
4818,0,91,2
4819,1,81,1
4820,0,43,1
4821,1,81,1
4822,0,89,1
4823,0,74,1
4824,0,64,1
4825,0,89,2
4826,1,75,3
4827,0,84,3
4828,1,55,1
4829,0,49,2
4830,0,45,3
4831,0,49,3
4832,0,60,2
4833,0,55,2
4834,1,93,3
4835,0,67,3
4836,0,92,1
4837,0,85,1
4838,0,54,2
4839,0,56,1
4840,1,56,1
4841,0,62,1
4842,0,60,2
4843,0,78,2
4844,0,57,3
4845,1,93,2
4846,1,55,1
4847,1,69,2
4848,1,41,3
4849,0,44,1
4850,1,80,3
4851,0,53,2
4852,0,92,2
4853,0,77,2
4854,0,97,1
4855,0,70,1
4856,0,49,1
4857,0,84,2
4858,0,54,3
4859,1,49,2
4860,0,95,2
4861,1,52,1
4862,1,72,3
4863,1,79,2
4864,0,83,1
4865,1,73,3
4866,0,43,1
4867,0,87,2
4868,1,88,2
4869,1,60,2
4870,0,93,2
4871,1,62,3
4872,0,76,2
4873,0,44,1
4874,1,96,3
4875,1,62,3
4876,0,83,3
4877,1,57,3
4878,0,47,1
4879,0,87,1
4880,0,77,1
4881,0,99,3
4882,0,47,3
4883,1,66,3
4884,0,88,2
4885,1,77,3
4886,0,90,1
4887,0,91,3
4888,1,49,1
4889,0,96,2
4890,0,91,3
4891,1,86,3
4892,1,86,3
4893,0,62,2
4894,1,53,1
4895,1,72,3
4896,0,89,2
4897,0,89,3
4898,1,46,3
4899,0,95,2
4900,0,84,1
4901,1,84,3
4902,1,44,2
4903,0,80,2
4904,0,54,2
4905,0,91,2
4906,1,65,3
4907,0,40,2
4908,1,77,3
4909,0,96,1
4910,0,97,2
4911,0,45,2
4912,1,65,2
4913,1,62,2
4914,0,90,1
4915,0,46,3
4916,0,60,3
4917,1,48,3
4918,0,58,1
4919,0,100,1
4920,0,51,2
4921,0,54,2
4922,0,73,1
4923,1,96,3
4924,0,52,2
4925,1,92,3
4926,1,62,2
4927,1,58,3
4928,1,61,3
4929,0,59,2
4930,0,97,1
4931,1,41,1
4932,1,98,1
4933,0,49,3
4934,0,68,2
4935,1,84,1
4936,0,73,3
4937,0,66,2
4938,0,49,1
4939,1,85,3
4940,1,51,3
4941,1,48,2
4942,0,41,2
4943,0,89,3
4944,0,48,3
4945,1,86,2
4946,0,85,2
4947,1,45,1
4948,0,61,2
4949,1,91,1
4950,1,90,2
4951,1,68,3
4952,0,99,2
4953,1,45,3
4954,1,94,2
4955,1,42,1
4956,1,44,2
4957,0,81,2
4958,1,44,1
4959,0,71,2
4960,0,54,3
4961,1,69,2
4962,0,42,1
4963,1,75,2
4964,1,97,1
4965,1,85,3
4966,0,70,1
4967,1,93,3
4968,1,77,1
4969,1,86,3
4970,0,81,1
4971,0,55,2
4972,1,91,3
4973,0,58,2
4974,1,96,1
4975,1,66,1
4976,1,77,3
4977,1,71,3
4978,0,40,2
4979,1,74,2
4980,0,44,1
4981,1,65,3
4982,0,43,2
4983,0,64,3
4984,1,52,3
4985,0,87,1
4986,1,79,2
4987,1,66,3
4988,1,96,2
4989,0,40,3
4990,1,85,1
4991,1,84,3
4992,1,62,3
4993,0,69,2
4994,1,58,2
4995,0,75,2
4996,1,84,2
4997,0,87,2
4998,1,85,1
4999,1,75,3
5000,1,77,3
5001,0,70,2
5002,1,55,3
5003,1,52,1
5004,1,74,2
5005,1,74,2
5006,1,90,2
5007,1,57,3
5008,1,53,1
5009,1,43,1
5010,0,48,3
5011,0,76,1
5012,0,59,2
5013,1,94,1
5014,0,79,1
5015,0,40,2
5016,0,54,1
5017,0,55,3
5018,0,78,2
5019,0,97,2
5020,1,94,3
5021,1,93,3
5022,1,86,1
5023,1,81,3
5024,0,89,1
5025,0,75,3
5026,1,71,3
5027,0,53,1
5028,0,56,1
5029,0,79,2
5030,0,79,1
5031,1,68,2
5032,0,44,3
5033,1,66,3
5034,0,94,2
5035,0,49,1
5036,0,65,3
5037,0,78,3
5038,0,69,2
5039,1,85,1
5040,0,56,1
5041,1,75,2
5042,0,47,3
5043,1,99,2
5044,0,87,2
5045,1,79,2
5046,0,78,3
5047,0,65,2
5048,1,91,3
5049,1,87,3
5050,1,86,3
5051,0,57,3
5052,0,97,1
5053,1,78,2
5054,0,59,1
5055,1,98,2
5056,0,54,1
5057,0,96,1
5058,1,99,3
5059,1,50,3
5060,1,91,1
5061,1,59,1
5062,1,93,2
5063,0,79,3
5064,0,56,3
5065,0,53,3
5066,1,79,3
5067,0,84,1
5068,0,52,3
5069,1,90,3
5070,0,41,3
5071,1,97,2
5072,1,51,3
5073,1,56,1
5074,0,97,1
5075,1,97,3
5076,1,77,2
5077,0,40,2
5078,1,48,2
5079,1,42,1
5080,1,69,1
5081,0,43,2
5082,1,61,2
5083,1,75,1
5084,0,80,1
5085,1,68,3
5086,1,79,3
5087,1,70,2
5088,0,89,3
5089,1,80,3
5090,1,87,3
5091,0,60,1
5092,1,60,1
5093,1,44,2
5094,0,99,1
5095,0,50,1
5096,1,90,1
5097,1,45,1
5098,1,60,2
5099,0,100,1
5100,1,44,2
5101,0,83,1
5102,0,48,1
5103,0,68,1
5104,0,85,2
5105,0,99,2
5106,0,97,2
5107,1,100,3
5108,0,70,1
5109,0,95,3
5110,1,59,3
5111,1,62,2
5112,0,80,3
5113,1,98,3
5114,0,99,1
5115,0,85,3
5116,0,74,3
5117,1,76,1
5118,0,65,2
5119,1,53,1
5120,1,99,3
5121,0,98,3
5122,0,72,2
5123,1,85,3
5124,1,84,2
5125,1,70,2
5126,0,83,2
5127,1,93,3
5128,1,66,3
5129,1,54,1
5130,0,93,3
5131,1,64,3
5132,1,81,2
5133,0,85,1
5134,1,86,3
5135,0,62,3
5136,1,70,3
5137,0,59,2
5138,0,67,3
5139,1,77,1
5140,1,67,2
5141,1,95,3
5142,0,74,1
5143,1,88,1
5144,0,89,3
5145,1,67,1
5146,0,46,1
5147,1,73,1
5148,0,58,2
5149,0,70,1
5150,0,76,1
5151,1,82,2
5152,1,59,3
5153,0,98,2
5154,1,96,3
5155,1,88,1
5156,0,55,3
5157,1,73,1
5158,1,92,1
5159,1,81,3
5160,1,93,2
5161,0,96,1
5162,0,85,2
5163,0,40,2
5164,1,96,3
5165,0,94,1
5166,1,45,3
5167,0,55,2
5168,1,60,2
5169,0,59,1
5170,0,67,1
5171,0,43,1
5172,1,82,1
5173,0,55,3
5174,1,65,3
5175,0,66,1
5176,0,64,1
5177,1,65,1
5178,1,67,3
5179,1,71,3
5180,0,80,2
5181,1,79,1
5182,0,40,1
5183,0,92,2
5184,0,63,3
5185,1,77,3
5186,0,57,3
5187,0,93,1
5188,1,86,1
5189,0,58,2
5190,0,89,1
5191,1,97,1
5192,0,43,3
5193,1,53,2
5194,1,65,1
5195,1,98,2
5196,0,87,1
5197,1,87,1
5198,0,62,3
5199,0,56,1
5200,1,55,2
5201,1,78,1
5202,0,73,1
5203,1,63,3
5204,1,54,1
5205,1,79,1
5206,1,69,2
5207,0,61,1
5208,1,88,1
5209,0,71,1
5210,1,72,2
5211,1,87,2
5212,0,54,1
5213,0,48,3
5214,0,40,2
5215,0,69,3
5216,0,91,1
5217,1,86,3
5218,1,52,2
5219,0,74,2
5220,0,83,2
5221,0,98,1
5222,0,54,1
5223,1,69,1
5224,1,50,3
5225,1,76,3
5226,0,72,1
5227,1,81,1
5228,1,66,2
5229,0,48,2
5230,0,68,2
5231,0,99,2
5232,1,46,1
5233,1,65,2
5234,0,98,3
5235,1,69,2
5236,0,46,3
5237,1,54,2
5238,1,65,1
5239,0,96,2
5240,1,49,1
5241,1,86,1
5242,0,61,2
5243,0,90,1
5244,0,78,2
5245,0,53,2
5246,1,91,1
5247,0,74,1
5248,1,41,3
5249,1,53,1
5250,0,88,2
5251,1,74,1
5252,1,54,1
5253,1,73,3
5254,0,92,2
5255,0,71,2
5256,0,95,3
5257,0,60,3
5258,1,60,1
5259,1,91,3
5260,1,65,2
5261,1,46,3
5262,0,77,3
5263,1,50,1
5264,1,50,1
5265,0,40,2
5266,0,83,1
5267,1,78,2
5268,1,75,2
5269,1,92,3
5270,0,97,2
5271,0,92,1
5272,1,73,2
5273,0,98,1
5274,1,43,2
5275,1,77,1
5276,0,61,1
5277,0,99,3
5278,1,72,1
5279,1,63,2
5280,0,55,3
5281,0,95,3
5282,0,82,1
5283,0,53,3
5284,1,86,3
5285,0,45,3
5286,1,72,3
5287,0,63,3
5288,0,93,3
5289,1,40,1
5290,0,100,1
5291,1,92,2
5292,1,62,2
5293,0,46,3
5294,0,93,1
5295,1,71,3
5296,1,78,3
5297,0,81,3
5298,1,70,2
5299,1,97,1
5300,1,52,3
5301,1,71,3
5302,1,97,2
5303,0,88,2
5304,1,55,1
5305,1,56,3
5306,1,91,3
5307,1,95,3
5308,1,85,3
5309,0,80,1
5310,0,69,2
5311,1,68,1
5312,1,75,3
5313,1,95,2
5314,1,60,3
5315,0,60,1
5316,0,87,2
5317,1,64,3
5318,0,59,1
5319,1,49,2
5320,0,83,3
5321,0,77,2
5322,0,96,1
5323,0,100,1
5324,0,71,3
5325,0,84,3
5326,1,43,2
5327,0,41,3
5328,1,88,3
5329,0,73,1
5330,1,82,1
5331,1,91,1
5332,1,76,2
5333,0,91,3
5334,0,87,2
5335,0,43,3
5336,1,58,2
5337,1,53,2
5338,0,96,3
5339,0,99,3
5340,0,74,2
5341,0,84,1
5342,0,56,1
5343,1,64,2
5344,0,82,1
5345,1,63,2
5346,1,64,2
5347,0,47,1
5348,0,46,2
5349,0,69,2
5350,0,69,2
5351,0,54,3
5352,0,91,2
5353,1,94,3
5354,0,80,1
5355,0,41,1
5356,1,79,1
5357,1,67,3
5358,0,59,3
5359,0,76,2
5360,0,82,3
5361,0,92,3
5362,1,47,3
5363,0,95,1
5364,0,97,1
5365,1,54,1
5366,0,72,1
5367,1,56,1
5368,0,69,1
5369,0,87,1
5370,0,47,2
5371,1,96,2
5372,1,50,1
5373,0,50,1
5374,1,86,1
5375,0,67,2
5376,1,62,2
5377,1,58,2
5378,1,74,2
5379,0,80,3
5380,0,65,1
5381,0,47,1
5382,0,99,1
5383,0,62,3
5384,0,68,3
5385,1,83,1
5386,0,58,2
5387,0,88,2
5388,1,75,1
5389,0,99,3
5390,1,48,1
5391,1,83,1
5392,1,70,1
5393,0,98,2
5394,1,53,1
5395,0,88,3
5396,0,60,3
5397,0,47,2
5398,0,44,3
5399,1,94,1
5400,0,42,3
5401,0,53,2
5402,1,58,2
5403,1,95,3
5404,1,58,3
5405,0,43,2
5406,1,86,1
5407,1,44,1
5408,1,69,2
5409,0,84,1
5410,0,86,2
5411,0,53,1
5412,0,77,3
5413,1,44,1
5414,1,52,1
5415,0,99,1
5416,1,77,2
5417,0,63,2
5418,0,87,3
5419,0,78,3
5420,0,60,1
5421,1,85,1
5422,0,73,1
5423,1,95,3
5424,1,40,3
5425,0,86,1
5426,0,54,1
5427,0,75,3
5428,1,49,1
5429,0,71,1
5430,1,98,2
5431,0,59,1
5432,0,76,2
5433,1,99,2
5434,1,42,1
5435,1,67,1
5436,1,44,2
5437,1,44,2
5438,1,87,3
5439,1,86,3
5440,1,57,3
5441,1,98,1
5442,1,100,1
5443,0,89,2
5444,0,42,2
5445,0,89,1
5446,1,49,2
5447,1,54,2
5448,1,98,2
5449,1,60,3
5450,0,99,1
5451,0,94,3
5452,1,71,3
5453,0,75,1
5454,0,49,2
5455,0,49,1
5456,1,92,1
5457,1,79,1
5458,0,80,1
5459,1,76,1
5460,0,68,1
5461,0,49,2
5462,1,86,3
5463,0,66,1
5464,0,55,2
5465,0,62,1
5466,1,78,1
5467,0,40,1
5468,0,78,2
5469,1,80,1
5470,1,63,3
5471,1,47,2
5472,1,87,2
5473,0,47,2
5474,0,76,3
5475,0,79,3
5476,0,51,3
5477,0,72,2
5478,1,99,3
5479,0,46,3
5480,1,92,3
5481,0,73,2
5482,0,74,2
5483,1,63,2
5484,1,82,1
5485,0,96,1
5486,0,57,1
5487,1,100,1
5488,1,97,2
5489,1,40,1
5490,0,96,3
5491,1,98,3
5492,0,45,3
5493,0,72,2
5494,1,53,2
5495,0,69,3
5496,1,57,3
5497,1,75,1
5498,0,58,2
5499,0,45,2
5500,0,71,1
5501,1,98,3
5502,1,49,1
5503,0,52,1
5504,0,40,3
5505,0,46,1
5506,0,94,3
5507,1,43,3
5508,0,64,1
5509,0,77,1
5510,1,49,2
5511,0,75,1
5512,1,41,3
5513,0,82,3
5514,0,82,2
5515,1,79,1
5516,0,53,3
5517,0,47,2
5518,0,67,1
5519,1,79,1
5520,0,86,1
5521,0,50,2
5522,1,66,1
5523,1,58,2
5524,1,53,1
5525,1,81,1
5526,1,55,1
5527,0,70,3
5528,1,96,1
5529,1,70,3
5530,1,80,2
5531,0,43,1
5532,0,96,3
5533,0,62,2
5534,1,79,3
5535,1,68,3
5536,0,70,3
5537,1,99,1
5538,1,90,2
5539,0,82,2
5540,0,46,2
5541,1,46,3
5542,0,97,1
5543,1,67,2
5544,0,85,2
5545,1,45,1
5546,1,53,1
5547,0,51,1
5548,0,65,3
5549,0,100,1
5550,1,88,3
5551,0,56,1
5552,0,98,1
5553,1,49,3
5554,1,71,1
5555,1,59,1
5556,1,72,3
5557,0,90,3
5558,0,56,1
5559,1,41,1
5560,0,69,3
5561,0,40,2
5562,0,48,2
5563,0,44,2
5564,0,90,2
5565,1,70,2
5566,1,44,2
5567,0,59,2
5568,1,59,1
5569,0,51,3
5570,0,88,1
5571,0,62,1
5572,1,100,2
5573,1,94,2
5574,1,64,2
5575,1,56,1
5576,0,89,1
5577,0,78,2
5578,1,95,1
5579,0,92,3
5580,1,49,2
5581,1,41,1
5582,0,62,1
5583,0,94,1
5584,0,90,2
5585,1,97,1
5586,0,64,2
5587,1,72,1
5588,0,95,1
5589,0,99,1
5590,0,98,2
5591,1,67,3
5592,1,54,2
5593,0,62,1
5594,1,48,1
5595,1,68,2
5596,0,66,3
5597,1,82,3
5598,0,84,3
5599,0,57,2
5600,1,61,2
5601,1,89,3
5602,1,87,3
5603,0,99,3
5604,1,91,2
5605,1,75,3
5606,1,98,2
5607,0,90,1
5608,1,55,2
5609,0,44,2
5610,1,72,2
5611,0,45,2
5612,0,92,1
5613,1,90,2
5614,0,51,3
5615,1,96,1
5616,0,52,1
5617,1,43,3
5618,0,74,1
5619,0,100,2
5620,0,86,3
5621,0,47,2
5622,0,69,2
5623,0,81,2
5624,0,96,3
5625,1,44,3
5626,1,65,2
5627,0,74,1
5628,1,51,3
5629,1,63,3
5630,1,46,1
5631,0,49,1
5632,0,93,2
5633,1,47,2
5634,0,56,1
5635,0,50,2
5636,1,84,3
5637,0,45,2
5638,1,67,1
5639,1,74,3
5640,0,87,3
5641,1,62,1
5642,1,86,1
5643,0,90,2
5644,1,70,3
5645,0,65,2
5646,0,93,1
5647,1,48,3
5648,0,72,3
5649,1,63,3
5650,0,58,3
5651,1,70,3
5652,1,54,3
5653,1,76,1
5654,0,63,2
5655,0,61,1
5656,0,100,1
5657,0,45,1
5658,0,73,3
5659,0,85,2
5660,0,89,3
5661,0,88,1
5662,1,45,3
5663,0,58,1
5664,1,55,2
5665,1,61,2
5666,0,69,1
5667,0,40,1
5668,0,81,2
5669,0,67,2
5670,1,100,2
5671,0,93,3
5672,0,60,3
5673,1,52,2
5674,1,62,2
5675,0,42,1
5676,1,85,2
5677,0,87,1
5678,0,53,2
5679,1,61,2
5680,0,45,2
5681,1,67,2
5682,0,40,1
5683,1,84,2
5684,1,96,2
5685,0,77,2
5686,0,80,1
5687,1,41,1
5688,1,44,1
5689,0,99,3
5690,1,82,3
5691,1,64,2
5692,1,54,2
5693,1,94,1
5694,1,98,3
5695,1,40,2
5696,0,93,2
5697,1,42,2
5698,0,55,2
5699,0,85,1
5700,0,87,2
5701,1,76,2
5702,0,56,1
5703,1,50,3
5704,1,58,2
5705,0,57,3
5706,1,84,3
5707,0,82,3
5708,1,90,2
5709,1,82,3
5710,1,57,2
5711,0,47,2
5712,0,57,3
5713,0,70,1
5714,1,46,2
5715,0,64,2
5716,0,94,2
5717,0,64,2
5718,1,61,2
5719,0,51,3
5720,0,86,1
5721,0,61,1
5722,0,57,1
5723,1,46,1
5724,0,44,3
5725,0,79,1
5726,0,95,3
5727,1,82,1
5728,1,89,1
5729,1,91,2
5730,0,49,3
5731,0,84,3
5732,0,43,3
5733,1,49,2
5734,0,66,3
5735,0,80,2
5736,0,57,1
5737,0,83,1
5738,1,78,3
5739,0,88,1
5740,0,49,2
5741,1,76,1
5742,1,56,2
5743,0,72,2
5744,0,77,3
5745,0,88,1
5746,1,43,1
5747,0,79,3
5748,1,63,3
5749,1,92,3
5750,1,44,3
5751,1,98,3
5752,1,83,2
5753,1,55,2
5754,0,93,2
5755,0,86,3
5756,1,43,2
5757,0,72,1
5758,0,77,2
5759,1,43,2
5760,1,60,2
5761,0,65,3
5762,1,97,1
5763,0,98,3
5764,1,63,1
5765,1,55,1
5766,0,95,1
5767,0,86,3
5768,0,93,1
5769,0,60,2
5770,0,50,1
5771,1,46,2
5772,0,73,1
5773,1,81,2
5774,1,52,1
5775,0,63,3
5776,0,96,2
5777,1,74,1
5778,0,48,3
5779,0,96,2
5780,1,53,1
5781,0,59,2
5782,0,61,2
5783,1,70,2
5784,0,67,1
5785,1,59,2
5786,1,59,2
5787,1,44,3
5788,1,82,2
5789,1,64,3
5790,1,51,3
5791,0,65,1
5792,0,81,3
5793,0,91,3
5794,0,98,3
5795,1,79,3
5796,1,56,1
5797,1,66,3
5798,1,90,1
5799,0,50,1
5800,0,76,3
5801,1,73,3
5802,0,41,3
5803,0,44,2
5804,1,51,2
5805,1,41,1
5806,1,73,1
5807,0,58,1
5808,0,62,2
5809,1,86,1
5810,0,60,2
5811,0,47,1
5812,0,98,3
5813,0,56,3
5814,1,100,1
5815,0,84,3
5816,1,68,2
5817,0,87,3
5818,0,46,1
5819,0,77,2
5820,1,51,3
5821,0,78,2
5822,0,67,1
5823,0,64,1
5824,1,61,3
5825,0,96,1
5826,0,60,3
5827,1,93,3
5828,0,56,2
5829,1,54,3
5830,0,81,2
5831,0,83,1
5832,0,41,3
5833,0,54,1
5834,1,53,3
5835,1,81,1
5836,0,74,2
5837,0,73,3
5838,1,82,2
5839,1,45,1
5840,1,63,1
5841,1,62,2
5842,1,58,1
5843,1,87,2
5844,1,41,1
5845,1,40,1
5846,0,85,3
5847,1,55,1
5848,1,54,1
5849,1,68,2
5850,1,88,2
5851,1,74,2
5852,0,60,3
5853,0,77,2
5854,0,62,3
5855,0,56,2
5856,0,100,2
5857,1,42,3
5858,1,63,3
5859,0,72,3
5860,0,86,2
5861,1,62,1
5862,0,40,2
5863,1,58,2
5864,0,66,2
5865,0,49,1
5866,0,74,3
5867,1,45,1
5868,0,48,1
5869,0,76,1
5870,0,55,3
5871,1,51,1
5872,1,47,2
5873,0,63,2
5874,0,99,1
5875,0,96,1
5876,1,71,1
5877,0,82,1
5878,1,45,2
5879,0,54,2
5880,0,64,1
5881,0,83,3
5882,0,61,1
5883,1,85,2
5884,0,51,2
5885,0,70,1
5886,0,68,3
5887,1,56,1
5888,1,64,2
5889,1,100,3
5890,1,100,2
5891,1,91,1
5892,1,83,2
5893,1,80,3
5894,0,100,2
5895,1,89,3
5896,1,64,1
5897,1,81,3
5898,0,99,2
5899,0,58,1
5900,0,89,2
5901,1,93,3
5902,0,72,2
5903,0,73,1
5904,1,83,3
5905,1,51,3
5906,1,76,3
5907,1,55,3
5908,1,73,3
5909,1,73,1
5910,1,82,3
5911,0,93,1
5912,0,82,1
5913,0,48,3
5914,0,82,2
5915,1,42,2
5916,1,100,2
5917,1,62,2
5918,0,62,3
5919,0,99,1
5920,0,85,1
5921,1,71,3
5922,1,98,3
5923,1,47,2
5924,0,98,3
5925,0,62,2
5926,1,82,1
5927,0,66,3
5928,1,90,1
5929,1,78,1
5930,1,72,1
5931,0,62,2
5932,0,61,1
5933,0,95,1
5934,0,57,3
5935,0,61,1
5936,0,86,3
5937,1,75,3
5938,1,50,3
5939,1,46,1
5940,0,100,1
5941,0,98,3
5942,1,92,2
5943,1,86,1
5944,1,76,1
5945,1,67,3
5946,0,65,1
5947,1,92,1
5948,1,57,1
5949,0,73,3
5950,0,58,1
5951,0,94,2
5952,0,95,1
5953,0,53,1
5954,1,66,2
5955,0,42,3
5956,0,92,3
5957,0,96,2
5958,1,99,3
5959,1,72,1
5960,0,48,1
5961,0,41,3
5962,1,68,2
5963,0,55,3
5964,1,77,3
5965,0,86,1
5966,1,84,3
5967,0,78,2
5968,1,100,3
5969,0,75,3
5970,1,97,2
5971,1,50,3
5972,0,83,3
5973,0,50,2
5974,0,70,3
5975,0,97,2
5976,0,75,3
5977,0,53,1
5978,1,63,2
5979,0,42,1
5980,1,53,1
5981,1,45,3
5982,0,66,1
5983,0,75,3
5984,1,71,3
5985,1,79,3
5986,1,99,3
5987,1,97,3
5988,0,90,1
5989,1,50,2
5990,0,95,3
5991,0,99,2
5992,1,43,2
5993,1,71,1
5994,0,74,3
5995,1,52,1
5996,1,58,2
5997,0,82,3
5998,0,48,3
5999,1,86,2
6000,0,76,3
6001,1,65,3
6002,1,69,1
6003,0,47,2
6004,1,67,3
6005,1,70,1
6006,0,81,3
6007,0,89,1
6008,1,60,3
6009,0,76,3
6010,0,57,3
6011,1,44,1
6012,0,78,2
6013,1,42,3
6014,0,58,1
6015,0,40,3
6016,0,43,1
6017,0,93,2
6018,0,75,1
6019,1,69,3
6020,1,53,2
6021,1,78,3
6022,0,53,2
6023,0,61,2
6024,1,46,3
6025,0,62,1
6026,0,43,1
6027,1,77,3
6028,1,82,2
6029,0,98,1
6030,0,79,3
6031,0,96,2
6032,1,49,3
6033,1,44,2
6034,0,86,1
6035,1,97,1
6036,1,55,3
6037,0,95,2
6038,0,57,1
6039,0,82,3
6040,0,58,3
6041,0,85,1
6042,1,59,1
6043,0,68,2
6044,1,47,2
6045,0,100,2
6046,1,84,2
6047,0,48,1
6048,0,60,1
6049,0,63,2
6050,0,71,3
6051,1,89,3
6052,0,96,1
6053,0,97,3
6054,0,61,3
6055,0,64,1
6056,0,96,1
6057,1,93,2
6058,0,81,1
6059,1,82,2
6060,0,88,1
6061,1,46,3
6062,1,66,3
6063,0,77,2
6064,0,59,2
6065,1,41,2
6066,0,62,2
6067,0,56,3
6068,1,70,1
6069,0,66,3
6070,1,62,3
6071,1,65,1
6072,0,45,3
6073,1,51,3
6074,1,69,3
6075,1,60,3
6076,1,52,2
6077,1,64,2
6078,0,95,1
6079,1,49,2
6080,1,48,2
6081,0,89,2
6082,1,66,3
6083,0,52,3
6084,1,96,2
6085,0,60,1
6086,1,48,1
6087,0,90,2
6088,1,93,3
6089,1,72,3
6090,1,46,1
6091,1,44,3
6092,1,80,1
6093,1,55,1
6094,0,43,3
6095,1,46,2
6096,0,77,1
6097,1,67,3
6098,1,49,2
6099,1,75,1
6100,0,79,2
6101,1,44,1
6102,1,46,1
6103,0,74,3
6104,0,64,3
6105,1,96,2
6106,0,68,2
6107,0,100,3
6108,0,93,3
6109,1,47,1
6110,1,78,2
6111,1,69,2
6112,1,55,3
6113,1,70,2
6114,1,94,3
6115,1,61,3
6116,1,60,1
6117,0,88,2
6118,1,58,1
6119,0,81,3
6120,1,66,2
6121,1,57,3
6122,1,74,1
6123,1,49,1
6124,1,98,3
6125,0,70,3
6126,1,42,3
6127,0,49,1
6128,0,47,1
6129,1,52,3
6130,1,87,1
6131,1,70,2
6132,1,84,2
6133,0,61,3
6134,1,98,3
6135,1,76,1
6136,1,66,1
6137,1,46,2
6138,0,99,2
6139,1,48,2
6140,0,88,2
6141,1,69,1
6142,1,95,2
6143,0,68,1
6144,1,55,2
6145,1,72,1
6146,1,72,2
6147,0,47,2
6148,1,75,3
6149,0,68,3
6150,0,72,3
6151,1,93,2
6152,0,74,2
6153,1,85,3
6154,1,64,1
6155,0,86,2
6156,1,77,3
6157,1,93,1
6158,1,76,3
6159,0,80,3
6160,1,86,3
6161,1,96,2
6162,0,48,1
6163,0,97,3
6164,1,68,2
6165,1,64,3
6166,0,69,1
6167,0,76,3
6168,1,95,3
6169,0,86,3
6170,1,67,2
6171,0,66,3
6172,1,58,3
6173,0,95,3
6174,1,52,3
6175,1,85,3
6176,0,90,3
6177,0,86,1
6178,1,66,3
6179,1,47,2
6180,0,73,2
6181,1,88,1
6182,0,79,3
6183,1,83,2
6184,0,95,3
6185,1,70,3
6186,1,60,2
6187,1,50,1
6188,1,74,2
6189,0,89,3
6190,0,47,1
6191,1,92,3
6192,1,94,3
6193,0,68,3
6194,1,51,3
6195,1,44,2
6196,0,55,1
6197,1,85,1
6198,0,93,2
6199,0,63,3
6200,0,50,1
6201,1,94,3
6202,0,54,2
6203,1,73,3
6204,0,56,3
6205,1,81,1
6206,1,81,1
6207,0,51,3
6208,1,63,1
6209,0,53,2
6210,1,97,2
6211,1,77,2
6212,1,59,2
6213,1,75,3
6214,1,63,3
6215,0,91,2
6216,1,80,3
6217,0,43,2
6218,0,41,1
6219,0,43,2
6220,0,62,2
6221,1,100,3
6222,0,56,1
6223,1,65,3
6224,0,85,2
6225,0,92,3
6226,0,84,3
6227,1,55,2
6228,0,66,3
6229,1,60,3
6230,1,89,2
6231,1,64,3
6232,1,56,2
6233,0,73,1
6234,1,70,3
6235,0,68,1
6236,1,84,3
6237,1,85,2
6238,0,50,3
6239,0,58,1
6240,1,88,1
6241,0,73,1
6242,0,44,2
6243,1,45,2
6244,1,62,1
6245,1,43,1
6246,0,40,2
6247,0,56,1
6248,0,81,3
6249,0,86,3
6250,1,97,3
6251,1,46,2
6252,0,41,3
6253,0,48,2
6254,0,95,1
6255,1,60,2
6256,0,45,2
6257,0,92,3
6258,0,96,2
6259,1,62,3
6260,1,53,3
6261,1,88,2
6262,0,57,3
6263,1,56,3
6264,1,44,2
6265,0,53,2
6266,0,65,1
6267,1,50,3
6268,1,90,3
6269,0,64,1
6270,0,96,2
6271,1,88,3
6272,1,71,3
6273,1,62,1
6274,1,87,2
6275,0,82,3
6276,1,47,2
6277,0,76,2
6278,1,80,1
6279,0,82,1
6280,0,52,1
6281,1,65,1
6282,0,95,2
6283,1,49,3
6284,0,47,1
6285,0,89,2
6286,1,68,1
6287,0,62,1
6288,1,70,3
6289,0,91,2
6290,1,89,1
6291,0,40,3
6292,1,92,2
6293,0,62,3
6294,1,93,1
6295,0,94,1
6296,0,58,3
6297,0,52,1
6298,1,62,2
6299,0,55,1
6300,0,44,2
6301,0,55,3
6302,1,67,1
6303,0,53,3
6304,0,55,1
6305,0,67,2
6306,0,67,3
6307,0,98,1
6308,1,75,2
6309,1,67,2
6310,1,67,2
6311,1,59,3
6312,0,94,1
6313,1,40,3
6314,0,51,1
6315,0,87,2
6316,0,97,2
6317,0,77,2
6318,0,54,1
6319,0,95,2
6320,1,84,2
6321,0,82,2
6322,0,88,2
6323,1,46,2
6324,1,95,2
6325,1,59,3
6326,0,67,2
